Setup	Class	Attack	Avg (m)	Root Motion (m)	Attack Extension (m)	Estimated Startup (ms)	Estimated Startup (frames @ 30fps)	Speed to Active (m/s)	Min (m)	Max (m)	SD	Sample Size	Notes	Frame Data
Celebrant's Skull	Great Hammer	2h R1 1	3.444	1.758	1.686	519	16	6.64	3.426	3.446	0.004	40	Weapons: 12130000	a035_032000
Celebrant's Skull	Great Hammer	2h R1 2	3.277				1		3.263	3.282	0.008	4	Weapons: 12130000	a035_032010
Celebrant's Skull	Great Hammer	2h Running R1	5.182	3.553	1.629	564	17	9.19	5.142	5.208	0.023	14	Weapons: 12130000	a035_032200
Celebrant's Skull	Great Hammer	2h Running R2	5.979	4.241	1.738	702	22	8.52	5.949	5.992	0.013	18	Weapons: 12130000	a035_032210
Celebrant's Skull	Great Hammer	2h Rolling R1	3.378	2.169	1.209	434	14	7.78	3.375	3.388	0.006	14	Weapons: 12130000	a035_032300
Celebrant's Skull	Great Hammer	2h Charged R2 1	4.409	3.067	1.343	1401	43	3.15	4.404	4.427	0.008	10	Weapons: 12130000	a035_032500
Celebrant's Skull	Great Hammer	2h R2 1 Release	4.512	3.231	1.281	767	24	5.88	4.495	4.521	0.007	8	Weapons: 12130000	a035_032505
Celebrant's Skull+Curved Great Club	Great Hammer	Paired L1 1	4.353	2.401	1.952	584	18	7.45	4.353	4.353	0	2	Weapons: 12130000 12080000	a035_034000
Celebrant's Skull+Celebrant's Skull	Great Hammer	Paired L1 1	4.001	2.399	1.602	596	18	6.71	3.985	4.016	0.016	2	Weapons: 12130000 12130000	a035_034000
Celebrant's Skull+Curved Great Club	Great Hammer	Paired Running L1	6.466	4.492	1.974	608	19	10.63	6.466	6.466	0	1	Weapons: 12130000 12080000	a035_034200
Celebrant's Skull+Celebrant's Skull	Great Hammer	Paired Running L1	6.342	4.445	1.897	578	18	10.97	6.342	6.342	0	1	Weapons: 12130000 12130000	a035_034200
Celebrant's Skull+Curved Great Club	Great Hammer	Paired Rolling L1	4.861	2.063	2.798	448	14	10.85	4.861	4.861	0	1	Weapons: 12130000 12080000	a035_034300
Celebrant's Skull+Celebrant's Skull	Great Hammer	Paired Rolling L1	4.518	2.077	2.441	448	14	10.09	4.518	4.518	0	1	Weapons: 12130000 12130000	a035_034300
Celebrant's Skull	Great Hammer	Offhand L1 1	4.099	2.684	1.415	501	16	8.18	4.099	4.1	0	6	Weapons: 12130000	a035_035000
Pickaxe	Great Hammer	1h R1 1	4.437	2.418	2.02	549	17	8.08	4.434	4.465	0.008	28	Weapons: 12140000	a032_030000
Pickaxe	Great Hammer	1h Running R1	6.418	4.45	1.968	631	19	10.17	6.331	6.575	0.054	13	Weapons: 12140000	a032_030200
Pickaxe	Great Hammer	1h Running R2	6.865	4.871	1.994	633	19	10.84	6.688	7.002	0.094	18	Weapons: 12140000	a176_030210
Pickaxe	Great Hammer	1h Rolling R1	4.398	2.363	2.035	468	15	9.4	4.395	4.405	0.004	12	Weapons: 12140000	a032_030300
Pickaxe	Great Hammer	1h Charged R2 1	4.357	2.407	1.951	1097	33	3.97	4.338	4.426	0.028	8	Weapons: 12140000	a032_030500
Pickaxe	Great Hammer	1h R2 1 Release	4.109	2.012	2.097	666	20	6.17	4.109	4.11	0	8	Weapons: 12140000	a032_030505
Pickaxe	Great Hammer	2h R1 1	4.398	2.3	2.099	565	17	7.78	4.367	4.41	0.009	25	Weapons: 12140000	a032_032000
Pickaxe	Great Hammer	2h R1 2	3.769				1		3.755	3.825	0.025	6	Weapons: 12140000	a032_032010
Pickaxe	Great Hammer	2h Running R1	5.667	3.833	1.834	563	17	10.07	5.642	5.688	0.014	11	Weapons: 12140000	a032_032200
Pickaxe	Great Hammer	2h Running R2	5.93	3.987	1.943	683	21	8.68	5.905	6.025	0.034	10	Weapons: 12140000	a176_032210
Pickaxe	Great Hammer	2h Rolling R1	4.268	2.031	2.237	522	16	8.18	4.252	4.31	0.019	14	Weapons: 12140000	a032_032300
Pickaxe	Great Hammer	2h Charged R2 1	3.906	2.237	1.669	1318	40	2.96	3.893	3.91	0.005	12	Weapons: 12140000	a176_032500
Pickaxe	Great Hammer	2h R2 1 Release	3.33	1.447	1.883	725	22	4.59	3.313	3.34	0.009	17	Weapons: 12140000	a176_032505
Pickaxe+Pickaxe	Great Hammer	Paired L1 1	4.316	2.406	1.91	584	18	7.39	4.316	4.316	0	4	Weapons: 12140000 12140000	a032_034000
Pickaxe+Pickaxe	Great Hammer	Paired Running L1	6.456	4.464	1.992	600	19	10.76	6.456	6.456	0	2	Weapons: 12140000 12140000	a032_034200
Pickaxe+Pickaxe	Great Hammer	Paired Rolling L1	4.83	2.076	2.753	432	13	11.18	4.824	4.835	0.005	2	Weapons: 12140000 12140000	a032_034300
Pickaxe	Great Hammer	Offhand L1 1	4.432	2.417	2.015	550	17	8.06	4.432	4.433	0	6	Weapons: 12140000	a032_035000
Beastclaw Greathammer	Great Hammer	1h R1 1	4.085	2.567	1.517	479	15	8.53	4.07	4.088	0.004	28	Weapons: 12150000	a035_030000
Beastclaw Greathammer	Great Hammer	1h Running R1	5.643	3.691	1.952	535	17	10.55	5.59	5.678	0.024	13	Weapons: 12150000	a035_030200
Beastclaw Greathammer	Great Hammer	1h Running R2	6.694	4.825	1.869	695	21	9.63	6.602	6.822	0.084	16	Weapons: 12150000	a035_030210
Beastclaw Greathammer	Great Hammer	1h Running R2	5.369	3.727	1.641	632	19	8.49	5.369	5.369	0	1	Weapons: 12150000	a030_030210
Beastclaw Greathammer	Great Hammer	1h Rolling R1	4.189	2.387	1.802	467	15	8.97	4.186	4.197	0.004	14	Weapons: 12150000	a035_030300
Beastclaw Greathammer	Great Hammer	1h Charged R2 1	5.019	3.191	1.829	1398	42	3.59	5.012	5.043	0.01	7	Weapons: 12150000	a035_030500
Beastclaw Greathammer	Great Hammer	1h R2 1 Release	4.732	2.989	1.743	706	22	6.7	4.73	4.733	0.001	6	Weapons: 12150000	a035_030505
Beastclaw Greathammer	Great Hammer	2h R1 1	3.531	1.758	1.772	517	16	6.83	3.53	3.532	0	26	Weapons: 12150000	a035_032000
Beastclaw Greathammer	Great Hammer	2h Running R1	5.281	3.561	1.719	568	18	9.3	5.237	5.3	0.018	12	Weapons: 12150000	a035_032200
Beastclaw Greathammer	Great Hammer	2h Running R2	6.073	4.251	1.822	701	22	8.66	6.061	6.103	0.013	17	Weapons: 12150000	a035_032210
Beastclaw Greathammer	Great Hammer	2h Rolling R1	3.475	2.174	1.301	436	14	7.97	3.466	3.487	0.007	14	Weapons: 12150000	a035_032300
Beastclaw Greathammer	Great Hammer	2h Charged R2 1	4.499	3.066	1.433	1399	42	3.22	4.495	4.505	0.002	10	Weapons: 12150000	a035_032500
Beastclaw Greathammer	Great Hammer	2h R2 1 Release	4.602	3.227	1.375	768	24	5.99	4.562	4.608	0.015	8	Weapons: 12150000	a035_032505
Beastclaw Greathammer+Beastclaw Greathammer	Great Hammer	Paired L1 1	4.105	2.398	1.707	568	18	7.23	4.103	4.106	0.001	4	Weapons: 12150000 12150000	a035_034000
Beastclaw Greathammer+Beastclaw Greathammer	Great Hammer	Paired Running L1	6.403	4.444	1.958	600	19	10.67	6.372	6.434	0.031	2	Weapons: 12150000 12150000	a035_034200
Beastclaw Greathammer+Beastclaw Greathammer	Great Hammer	Paired Rolling L1	4.609	2.077	2.533	440	14	10.48	4.609	4.609	0	2	Weapons: 12150000 12150000	a035_034300
Beastclaw Greathammer	Great Hammer	Offhand L1 1	4.195	2.684	1.511	497	15	8.44	4.195	4.195	0	6	Weapons: 12150000	a035_035000
Beastclaw Greathammer	Great Hammer	Startup	4.464	2.24	2.225	1448	44	3.08	4.458	4.471	0.004	5	Weapons: 12150000	a844_040000
Envoy's Long Horn	Great Hammer	1h R1 1	4.402	2.568	1.835	501	16	8.79	4.366	4.418	0.008	38	Weapons: 12160000	a035_030000
Envoy's Long Horn	Great Hammer	1h Running R1	6.019	3.709	2.309	533	16	11.29	5.882	6.16	0.082	15	Weapons: 12160000	a035_030200
Envoy's Long Horn	Great Hammer	1h Running R2	6.928	4.731	2.196	697	21	9.94	6.832	7.038	0.042	17	Weapons: 12160000	a035_030210
Envoy's Long Horn	Great Hammer	1h Rolling R1	4.502	2.384	2.118	472	15	9.54	4.473	4.525	0.012	12	Weapons: 12160000	a035_030300
Envoy's Long Horn	Great Hammer	1h Charged R2 1	5.332	3.175	2.157	1389	42	3.84	5.329	5.345	0.005	6	Weapons: 12160000	a035_030500
Envoy's Long Horn	Great Hammer	1h R2 1 Release	5.042	2.984	2.058	714	22	7.06	5.038	5.057	0.006	8	Weapons: 12160000	a035_030505
Envoy's Long Horn	Great Hammer	2h R1 1	3.819	1.76	2.059	512	16	7.46	3.814	3.848	0.009	18	Weapons: 12160000	a035_032000
Envoy's Long Horn	Great Hammer	2h Running R1	5.578	3.549	2.029	566	17	9.85	5.54	5.604	0.018	18	Weapons: 12160000	a035_032200
Envoy's Long Horn	Great Hammer	2h Running R2	6.383	4.215	2.168	701	22	9.11	6.369	6.393	0.009	14	Weapons: 12160000	a035_032210
Envoy's Long Horn	Great Hammer	2h Rolling R1	3.777	2.169	1.608	427	13	8.85	3.76	3.798	0.01	12	Weapons: 12160000	a035_032300
Envoy's Long Horn	Great Hammer	2h Charged R2 1	4.811	3.051	1.76	1404	43	3.43	4.805	4.834	0.011	6	Weapons: 12160000	a035_032500
Envoy's Long Horn	Great Hammer	2h R2 1 Release	4.914	3.233	1.681	772	24	6.37	4.879	4.922	0.016	6	Weapons: 12160000	a035_032505
Envoy's Long Horn+Envoy's Long Horn	Great Hammer	Paired L1 1	4.405	2.397	2.008	584	18	7.54	4.404	4.405	0	4	Weapons: 12160000 12160000	a035_034000
Envoy's Long Horn+Envoy's Long Horn	Great Hammer	Paired Running L1	6.727	4.455	2.272	600	19	11.21	6.688	6.766	0.039	2	Weapons: 12160000 12160000	a035_034200
Envoy's Long Horn+Envoy's Long Horn	Great Hammer	Paired Rolling L1	4.911	2.077	2.835	448	14	10.96	4.911	4.911	0	2	Weapons: 12160000 12160000	a035_034300
Envoy's Long Horn	Great Hammer	Offhand L1 1	4.513	2.684	1.829	502	16	8.99	4.513	4.513	0	6	Weapons: 12160000	a035_035000
Cranial Vessel Candlestand	Great Hammer	1h R1 1	4.436	2.567	1.869	500	16	8.87	4.418	4.438	0.005	26	Weapons: 12170000	a035_030000
Cranial Vessel Candlestand	Great Hammer	1h Running R1	5.986	3.691	2.295	533	16	11.23	5.941	6.017	0.021	13	Weapons: 12170000	a035_030200
Cranial Vessel Candlestand	Great Hammer	1h Running R2	6.954	4.715	2.24	699	21	9.95	6.929	6.982	0.016	11	Weapons: 12170000	a035_030210
Cranial Vessel Candlestand	Great Hammer	1h Rolling R1	4.535	2.39	2.145	470	15	9.65	4.507	4.55	0.01	14	Weapons: 12170000	a035_030300
Cranial Vessel Candlestand	Great Hammer	1h Charged R2 1	5.371	3.191	2.18	1398	42	3.84	5.363	5.393	0.011	7	Weapons: 12170000	a035_030500
Cranial Vessel Candlestand	Great Hammer	1h R2 1 Release	5.072	2.989	2.082	714	22	7.1	5.063	5.074	0.004	6	Weapons: 12170000	a035_030505
Cranial Vessel Candlestand	Great Hammer	2h R1 1	3.844	1.758	2.086	515	16	7.46	3.814	3.855	0.007	24	Weapons: 12170000	a035_032000
Cranial Vessel Candlestand	Great Hammer	2h Running R1	5.615	3.563	2.052	570	18	9.85	5.573	5.644	0.022	12	Weapons: 12170000	a035_032200
Cranial Vessel Candlestand	Great Hammer	2h Running R2	6.409	4.287	2.122	701	22	9.14	6.383	6.445	0.018	12	Weapons: 12170000	a035_032210
Cranial Vessel Candlestand	Great Hammer	2h Rolling R1	3.812	2.172	1.639	431	13	8.84	3.803	3.83	0.009	14	Weapons: 12170000	a035_032300
Cranial Vessel Candlestand	Great Hammer	2h Charged R2 1	4.84	3.067	1.773	1402	43	3.45	4.836	4.843	0.003	10	Weapons: 12170000	a035_032500
Cranial Vessel Candlestand	Great Hammer	2h R2 1 Release	4.955	3.23	1.725	764	23	6.49	4.954	4.956	0.001	8	Weapons: 12170000	a035_032505
Cranial Vessel Candlestand+Cranial Vessel Candlestand	Great Hammer	Paired L1 1	4.438	2.402	2.036	582	18	7.62	4.436	4.443	0.003	4	Weapons: 12170000 12170000	a035_034000
Cranial Vessel Candlestand+Cranial Vessel Candlestand	Great Hammer	Paired Running L1	6.74	4.463	2.277	635	20	10.61	6.739	6.741	0.001	2	Weapons: 12170000 12170000	a035_034200
Cranial Vessel Candlestand+Cranial Vessel Candlestand	Great Hammer	Paired Rolling L1	4.938	2.077	2.862	452	14	10.93	4.933	4.944	0.005	2	Weapons: 12170000 12170000	a035_034300
Cranial Vessel Candlestand	Great Hammer	Offhand L1 1	4.546	2.687	1.859	498	15	9.13	4.54	4.547	0.003	6	Weapons: 12170000	a035_035000
Cranial Vessel Candlestand	Great Hammer	Surge of Faith - First Surge	1.291	0.43	0.861	686	21	1.88	1.288	1.299	0.005	4	Weapons: 12170000	a800_040000
Great Stars	Great Hammer	1h R1 1	4.146	2.568	1.578	499	15	8.31	4.145	4.146	0	28	Weapons: 12180000	a035_030000
Great Stars	Great Hammer	1h Running R1	5.718	3.703	2.015	533	16	10.73	5.688	5.766	0.027	10	Weapons: 12180000	a035_030200
Great Stars	Great Hammer	1h Running R2	6.659	4.702	1.957	702	22	9.49	6.61	6.687	0.019	10	Weapons: 12180000	a035_030210
Great Stars	Great Hammer	1h Rolling R1	4.248	2.384	1.864	427	13	9.95	4.244	4.256	0.004	12	Weapons: 12180000	a035_030300
Great Stars	Great Hammer	1h Charged R2 1	5.083	3.178	1.905	1392	42	3.65	5.076	5.093	0.007	5	Weapons: 12180000	a035_030500
Great Stars	Great Hammer	1h R2 1 Release	4.79	2.983	1.807	707	22	6.78	4.788	4.792	0.001	8	Weapons: 12180000	a035_030505
Great Stars	Great Hammer	2h R1 1	3.584	1.758	1.826	512	16	7	3.584	3.585	0	18	Weapons: 12180000	a035_032000
Great Stars	Great Hammer	2h Running R1	5.436	3.653	1.783	567	18	9.59	5.332	5.555	0.089	19	Weapons: 12180000	a035_032200
Great Stars	Great Hammer	2h Running R2	6.131	4.208	1.923	699	21	8.77	6.102	6.142	0.012	18	Weapons: 12180000	a035_032210
Great Stars	Great Hammer	2h Rolling R1	3.528	2.169	1.359	435	14	8.11	3.523	3.537	0.006	12	Weapons: 12180000	a035_032300
Great Stars	Great Hammer	2h Charged R2 1	4.561	3.051	1.51	1400	43	3.26	4.556	4.579	0.008	6	Weapons: 12180000	a035_032500
Great Stars	Great Hammer	2h R2 1 Release	4.666	3.23	1.436	776	24	6.01	4.666	4.667	0	6	Weapons: 12180000	a035_032505
Great Stars+Great Stars	Great Hammer	Paired L1 1	4.159	2.543	1.616	552	17	7.53	4.14	4.163	0.008	6	Weapons: 12180000 12180000	a035_034000
Great Stars+Great Stars	Great Hammer	Paired Running L1	6.495	4.445	2.049	600	19	10.82	6.495	6.495	0	1	Weapons: 12180000 12180000	a035_034200
Great Stars+Great Stars	Great Hammer	Paired Rolling L1	4.656	2.08	2.576	436	14	10.68	4.656	4.656	0	2	Weapons: 12180000 12180000	a035_034300
Great Stars	Great Hammer	Offhand L1 1	4.256	2.684	1.571	499	15	8.53	4.255	4.256	0	5	Weapons: 12180000	a035_035000
Brick Hammer	Great Hammer	1h R1 1	3.82	2.568	1.252	472	15	8.09	3.803	3.855	0.009	30	Weapons: 12190000	a035_030000
Brick Hammer	Great Hammer	1h Running R1	5.562	3.684	1.878	535	17	10.4	5.441	5.706	0.093	22	Weapons: 12190000	a035_030200
Brick Hammer	Great Hammer	1h Running R2	6.488	4.81	1.678	699	21	9.28	6.411	6.644	0.082	17	Weapons: 12190000	a035_030210
Brick Hammer	Great Hammer	1h Rolling R1	3.94	2.389	1.551	466	14	8.45	3.932	3.954	0.006	27	Weapons: 12190000	a035_030300
Brick Hammer	Great Hammer	1h Charged R2 1	4.803	3.187	1.616	1387	42	3.46	4.793	4.807	0.006	8	Weapons: 12190000	a035_030500
Brick Hammer	Great Hammer	1h R2 1 Release	4.524	2.986	1.538	711	22	6.36	4.51	4.529	0.007	7	Weapons: 12190000	a035_030505
Brick Hammer	Great Hammer	2h R1 1	3.385	1.759	1.626	513	16	6.6	3.352	3.402	0.009	23	Weapons: 12190000	a035_032000
Brick Hammer	Great Hammer	2h Running R1	5.2	3.551	1.648	555	17	9.37	5.048	5.301	0.083	25	Weapons: 12190000	a035_032200
Brick Hammer	Great Hammer	2h Running R2	5.946	4.272	1.674	697	21	8.53	5.811	6.06	0.066	28	Weapons: 12190000	a035_032210
Brick Hammer	Great Hammer	2h Rolling R1	3.288	2.17	1.119	432	13	7.61	3.279	3.307	0.008	12	Weapons: 12190000	a035_032300
Brick Hammer	Great Hammer	2h Charged R2 1	4.266	3.068	1.198	1282	39	3.33	4.251	4.275	0.011	9	Weapons: 12190000	a035_032500
Brick Hammer	Great Hammer	2h R2 1 Release	4.348	3.23	1.118	755	23	5.76	4.345	4.362	0.006	7	Weapons: 12190000	a035_032505
Brick Hammer+Brick Hammer	Great Hammer	Paired L1 1	3.934	2.403	1.531	568	18	6.93	3.933	3.934	0	4	Weapons: 12190000 12190000	a035_034000
Brick Hammer+Brick Hammer	Great Hammer	Paired Running L1	6.243	4.464	1.779	600	19	10.4	6.241	6.244	0.001	2	Weapons: 12190000 12190000	a035_034200
Brick Hammer+Brick Hammer	Great Hammer	Paired Rolling L1	4.412	2.08	2.332	444	14	9.94	4.412	4.412	0	2	Weapons: 12190000 12190000	a035_034300
Brick Hammer	Great Hammer	Offhand L1 1	3.927	2.684	1.242	497	15	7.9	3.926	3.927	0	6	Weapons: 12190000	a035_035000
Devourer's Scepter	Great Hammer	1h R1 1	4.585	2.568	2.017	504	16	9.1	4.558	4.59	0.008	32	Weapons: 12200000	a035_030000
Devourer's Scepter	Great Hammer	1h Running R1	6.139	3.699	2.441	532	16	11.54	6.103	6.158	0.017	9	Weapons: 12200000	a035_030200
Devourer's Scepter	Great Hammer	1h Running R2	7.087	4.711	2.376	705	22	10.05	7.078	7.105	0.011	9	Weapons: 12200000	a035_030210
Devourer's Scepter	Great Hammer	1h Rolling R1	4.68	2.387	2.293	469	15	9.98	4.677	4.688	0.004	16	Weapons: 12200000	a035_030300
Devourer's Scepter	Great Hammer	1h Charged R2 1	5.511	3.2	2.311	1336	41	4.12	5.506	5.513	0.003	12	Weapons: 12200000	a035_030500
Devourer's Scepter	Great Hammer	1h R2 1 Release	5.219	2.986	2.233	701	22	7.45	5.217	5.22	0.001	7	Weapons: 12200000	a035_030505
Devourer's Scepter	Great Hammer	2h R1 1	3.975	1.759	2.216	511	16	7.78	3.92	4.008	0.018	18	Weapons: 12200000	a035_032000
Devourer's Scepter	Great Hammer	2h Running R1	5.929	3.558	2.371	561	17	10.57	5.779	5.977	0.056	54	Weapons: 12200000	a035_032200
Devourer's Scepter	Great Hammer	2h Running R2	6.562	4.206	2.356	700	22	9.37	6.533	6.574	0.011	16	Weapons: 12200000	a035_032210
Devourer's Scepter	Great Hammer	2h Rolling R1	3.954	2.17	1.784	433	13	9.13	3.947	3.961	0.007	12	Weapons: 12200000	a035_032300
Devourer's Scepter	Great Hammer	2h Charged R2 1	4.989	3.052	1.937	1400	43	3.56	4.986	4.99	0.001	6	Weapons: 12200000	a035_032500
Devourer's Scepter	Great Hammer	2h R2 1 Release	5.103	3.232	1.871	773	24	6.6	5.102	5.103	0	6	Weapons: 12200000	a035_032505
Devourer's Scepter+Brick Hammer	Great Hammer	Paired L1 1	4.522	2.403	2.118	568	18	7.96	4.522	4.522	0	2	Weapons: 12200000 12190000	a035_034000
Devourer's Scepter+Devourer's Scepter	Great Hammer	Paired L1 1	4.578	2.545	2.033	584	18	7.84	4.577	4.579	0.001	3	Weapons: 12200000 12200000	a035_034000
Devourer's Scepter+Brick Hammer	Great Hammer	Paired Running L1	6.924	4.443	2.481	600	19	11.54	6.924	6.924	0	1	Weapons: 12200000 12190000	a035_034200
Devourer's Scepter+Devourer's Scepter	Great Hammer	Paired Running L1	6.924	4.443	2.481	600	19	11.54	6.924	6.924	0	1	Weapons: 12200000 12200000	a035_034200
Devourer's Scepter+Brick Hammer	Great Hammer	Paired Rolling L1	4.625	2.077	2.548	448	14	10.32	4.625	4.625	0	1	Weapons: 12200000 12190000	a035_034300
Devourer's Scepter+Devourer's Scepter	Great Hammer	Paired Rolling L1	5.075	2.075	3	448	14	11.33	5.075	5.075	0	1	Weapons: 12200000 12200000	a035_034300
Devourer's Scepter	Great Hammer	Offhand L1 1	4.697	2.683	2.014	491	15	9.57	4.696	4.699	0.001	5	Weapons: 12200000	a035_035000
Rotten Battle Hammer	Great Hammer	1h R1 1	3.796	2.567	1.229	500	16	7.59	3.795	3.809	0.003	27	Weapons: 12210000	a035_030000
Rotten Battle Hammer	Great Hammer	1h Running R1	5.477	3.677	1.799	534	17	10.26	5.431	5.509	0.024	20	Weapons: 12210000	a035_030200
Rotten Battle Hammer	Great Hammer	1h Running R2	6.588	4.873	1.715	700	22	9.41	6.454	6.634	0.043	17	Weapons: 12210000	a035_030210
Rotten Battle Hammer	Great Hammer	1h Rolling R1	3.921	2.386	1.534	466	14	8.41	3.916	3.927	0.005	14	Weapons: 12210000	a035_030300
Rotten Battle Hammer	Great Hammer	1h Charged R2 1	4.779	3.189	1.589	1401	43	3.41	4.777	4.782	0.002	7	Weapons: 12210000	a035_030500
Rotten Battle Hammer	Great Hammer	1h R2 1 Release	4.507	2.988	1.519	709	22	6.36	4.506	4.508	0.001	6	Weapons: 12210000	a035_030505
Rotten Battle Hammer	Great Hammer	2h R1 1	3.381	1.759	1.622	516	16	6.55	3.364	3.383	0.005	20	Weapons: 12210000	a035_032000
Rotten Battle Hammer	Great Hammer	2h Running R1	5.076	3.561	1.515	566	17	8.97	5.029	5.122	0.02	16	Weapons: 12210000	a035_032200
Rotten Battle Hammer	Great Hammer	2h Running R2	5.858	4.256	1.603	700	22	8.37	5.832	5.87	0.012	14	Weapons: 12210000	a035_032210
Rotten Battle Hammer	Great Hammer	2h Running R2	6.125	4.509	1.616	584	18	10.49	6.125	6.125	0	1	Weapons: 12210000	a022_032210
Rotten Battle Hammer	Great Hammer	2h Rolling R1	3.274	2.168	1.106	434	14	7.54	3.272	3.278	0.001	14	Weapons: 12210000	a035_032300
Rotten Battle Hammer	Great Hammer	2h Charged R2 1	4.243	3.07	1.172	1405	43	3.02	4.237	4.247	0.004	12	Weapons: 12210000	a035_032500
Rotten Battle Hammer	Great Hammer	2h R2 1 Release	4.304	3.207	1.096	753	23	5.72	4.303	4.304	0.001	14	Weapons: 12210000	a035_032505
Rotten Battle Hammer+Rotten Battle Hammer	Great Hammer	Paired L1 1	3.922	2.525	1.397	566	17	6.93	3.921	3.922	0	5	Weapons: 12210000 12210000	a035_034000
Rotten Battle Hammer+Rotten Battle Hammer	Great Hammer	Paired Running L1	6.198	4.445	1.752	588	18	10.54	6.176	6.22	0.022	2	Weapons: 12210000 12210000	a035_034200
Rotten Battle Hammer+Rotten Battle Hammer	Great Hammer	Paired Rolling L1	4.434	2.078	2.355	432	13	10.26	4.423	4.444	0.011	2	Weapons: 12210000 12210000	a035_034300
Rotten Battle Hammer	Great Hammer	Offhand L1 1	3.911	2.684	1.227	502	16	7.79	3.906	3.93	0.009	5	Weapons: 12210000	a035_035000
Smithscript Greathammer	Great Hammer	1h R1 1	3.94	2.532	1.408	459	14	8.58	3.936	3.955	0.006	9	Weapons: 12500000	a035_030000
Smithscript Greathammer	Great Hammer	1h Running R1	5.578	3.683	1.896	536	17	10.41	5.566	5.591	0.013	2	Weapons: 12500000	a035_030200
Smithscript Greathammer	Great Hammer	1h Running R2	5.907	18.761		680	21		5.905	5.909	0.002	2	Weapons: 12500000	a250_030210
Smithscript Greathammer	Great Hammer	1h Rolling R1	4.048	2.362	1.687	412	13	9.83	4.046	4.052	0.002	10	Weapons: 12500000	a035_030300
Smithscript Greathammer	Great Hammer	1h Charged R2 1	2.341	28.324		956	29		2.341	2.341	0	1	Weapons: 12500000	a250_030500
Smithscript Greathammer	Great Hammer	1h R2 1 Release	3.427	3.107	0.32	668	21	5.13	3.421	3.433	0.006	2	Weapons: 12500000	a250_030505
Smithscript Greathammer	Great Hammer	2h R1 1	3.492	1.758	1.734	432	13	8.08	3.491	3.493	0.001	4	Weapons: 12500000	a035_032000
Smithscript Greathammer	Great Hammer	2h Running R1	5.16	3.515	1.645	564	17	9.15	5.159	5.161	0.001	2	Weapons: 12500000	a035_032200
Smithscript Greathammer	Great Hammer	2h Running R2	5.929	16.839		800	25		5.927	5.93	0.001	2	Weapons: 12500000	a250_032210
Smithscript Greathammer	Great Hammer	2h Rolling R1	3.402	2.185	1.217	432	13	7.87	3.395	3.408	0.007	2	Weapons: 12500000	a035_032300
Smithscript Greathammer	Great Hammer	2h Charged R2 1	4.707	4.221	0.487	1536	47	3.06	4.707	4.707	0	2	Weapons: 12500000	a250_032500
Smithscript Greathammer	Great Hammer	2h R2 1 Release	3.307	3.113	0.194	632	19	5.23	3.304	3.31	0.003	2	Weapons: 12500000	a250_032505
Anvil Hammer	Colossal Weapon	1h R1 1	5.354	1.905	3.449	630	19	8.5	5.354	5.354	0	6	Weapons: 12510000	a031_030000
Anvil Hammer	Colossal Weapon	1h Running R1	6.824	3.527	3.298	501	16	13.62	6.755	6.948	0.088	3	Weapons: 12510000	a031_030200
Anvil Hammer	Colossal Weapon	1h Running R2	6.017	13.479		549	17		6.016	6.02	0.002	3	Weapons: 12510000	a031_030210
Anvil Hammer	Colossal Weapon	1h Rolling R1	5.002	2.088	2.914	568	18	8.81	5.001	5.004	0.002	3	Weapons: 12510000	a031_030300
Anvil Hammer	Colossal Weapon	1h Charged R2 1	5.364	2.297	3.067	1533	46	3.5	5.364	5.364	0	3	Weapons: 12510000	a031_030500
Anvil Hammer	Colossal Weapon	1h R2 1 Release	5.295	2.096	3.199	664	20	7.97	5.295	5.295	0	8	Weapons: 12510000	a031_030505
Anvil Hammer	Colossal Weapon	2h R1 1	4.415	2.637	1.778	615	19	7.18	4.409	4.417	0.003	6	Weapons: 12510000	a031_032000
Anvil Hammer	Colossal Weapon	2h Running R1	6.518	30.451		664	20		6.508	6.523	0.007	3	Weapons: 12510000	a031_032200
Anvil Hammer	Colossal Weapon	2h Running R2	5.906	14.919		686	21		5.837	6.027	0.086	3	Weapons: 12510000	a031_032210
Anvil Hammer	Colossal Weapon	2h Rolling R1	4.688	1.812	2.876	461	14	10.17	4.686	4.692	0.003	3	Weapons: 12510000	a031_032300
Anvil Hammer	Colossal Weapon	2h Charged R2 1	4.746	2.776	1.969	1484	45	3.2	4.745	4.746	0	3	Weapons: 12510000	a031_032500
Anvil Hammer	Colossal Weapon	2h R2 1 Release	4.574	2.604	1.97	693	21	6.6	4.563	4.576	0.004	7	Weapons: 12510000	a031_032505
Anvil Hammer	Colossal Weapon	Impact: No Target	3.816	2.452	1.364	1136	35	3.36	3.764	3.944	0.054	7	Weapons: 12510000	a929_040000
Black Steel Greathammer	Great Hammer	1h R1 1	4.095	2.564	1.531	502	16	8.16	4.095	4.095	0	4	Weapons: 12520000	a035_030000
Black Steel Greathammer	Great Hammer	1h Running R1	5.597	3.648	1.949	536	17	10.44	5.594	5.6	0.003	2	Weapons: 12520000	a035_030200
Black Steel Greathammer	Great Hammer	1h Running R2	6.609	18.648		356	11		6.605	6.613	0.004	2	Weapons: 12520000	a035_030210
Black Steel Greathammer	Great Hammer	1h Rolling R1	4.199	2.405	1.794	468	15	8.97	4.193	4.206	0.007	2	Weapons: 12520000	a035_030300
