Location	Name	Is Boss	Is DLC	ID		Health	dlcClear		Phys	Strike	Slash	Pierce	Magic	Fire	Ltng	Holy		Phys	Strike	Slash	Pierce	Magic	Fire	Ltng	Holy		Poison	Scarlet Rot	Bleed	Frost	Sleep	Madness	Deathblight		Bleed	Frost	Sleep	Madness	HP Burn Effect		Base	Incoming Mult	Effective	Regen Delay		Part 1	Part 2	Part 3	Part 4	Part 5	Part 6	Part 7	Part 8	Weak Part	Parts Damage Type
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Banished Knight (Draconic)	FALSE	FALSE	30101651		3,509	-		117	117	117	117	117	117	117	117		10	10	35	0	20	20	0	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		75	1	75	5.769		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Banished Knight (Draconic)	FALSE	FALSE	30106051		1,967	-		114	114	114	114	114	114	114	114		10	10	35	0	20	20	0	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Banished Knight (Draconic)	FALSE	FALSE	30107051		1,967	-		114	114	114	114	114	114	114	114		10	10	35	0	20	20	0	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Banished Knight (Hood)	FALSE	FALSE	30102651		3,509	-		117	117	117	117	117	117	117	117		10	10	35	0	20	20	0	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		75	1	75	5.769		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Castle Exile (Spear, Shield)	FALSE	FALSE	30006051		734	-		117	117	117	117	117	117	117	117		0	0	10	-10	0	0	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Castle Exile (Sword, Crossbow)	FALSE	FALSE	30004051		734	-		117	117	117	117	117	117	117	117		0	0	10	-10	0	0	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Castle Exile (Sword, Shield)	FALSE	FALSE	30005051		734	-		117	117	117	117	117	117	117	117		0	0	10	-10	0	0	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Castle Exile (Sword)	FALSE	FALSE	30004151		734	-		117	117	117	117	117	117	117	117		0	0	10	-10	0	0	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Castle Exile (Sword)	FALSE	FALSE	30004351		734	-		117	117	117	117	117	117	117	117		0	0	10	-10	0	0	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Commander Niall	TRUE	FALSE	30500051		15,541	-		117	117	117	117	117	117	117	117		10	10	35	0	20	20	20	20		343	343	343	343	343	Immune	Immune		0.7	0.7	1	1	1		90	1	90	6.923		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Grey Wolf	FALSE	FALSE	40700051		427	-		117	117	117	117	117	117	117	117		-10	-10	-40	-10	-20	-40	-20	-20		187	187	187	343	187	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Large Castle Exile	FALSE	FALSE	30200151		1,052	-		117	117	117	117	117	117	117	117		0	0	10	-10	0	0	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Lion Guardian	FALSE	FALSE	42701051		7,019	-		117	117	117	117	117	117	117	117		0	0	-10	0	0	-20	0	0		343	343	561	Immune	249	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Rat	FALSE	FALSE	40800051		888	-		117	117	117	117	117	117	117	117		-10	-10	-40	-10	-20	-40	-20	-20		343	343	187	249	187	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Skull Snail	FALSE	FALSE	41403050		920	-		115	115	115	115	115	115	115	115		-10	-40	0	0	-20	0	0	-40		Immune	185	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Slug	FALSE	FALSE	40400051		575	-		117	117	117	117	117	117	117	117		-10	-10	-40	-10	-20	-20	-40	-20		140	140	140	140	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Tibia Mariner	FALSE	FALSE	49500050		9,290	-		115	115	115	115	115	115	115	115		10	-40	10	35	20	20	40	-40		Immune	340	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Wandering Noble (Ghost)	FALSE	FALSE	43009350		411	-		115	115	115	115	115	115	115	115		-10	-10	-10	-10	-20	-20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	Warhawk	FALSE	FALSE	42104551		1,656	-		117	117	117	117	117	117	117	117		-10	-10	-10	-10	-20	-20	-20	-20		187	187	187	249	187	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook	White Wolf	FALSE	FALSE	40710051		2,242	-		117	117	117	117	117	117	117	117		-10	-10	-40	-10	-20	-40	-20	-20		187	187	187	343	187	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Southwest Freezing Lake, Lord Contender's Evergaol, Spiritcaller Cave Entrance	Giant Crayfish	FALSE	FALSE	44203050		4,243	-		115	115	115	115	115	115	115	115		10	0	35	35	20	-20	0	20		340	340	340	Immune	185	Immune	Immune		1	1	1	1	1		80	0.5	160	6.154		1	1	1	1	1	1	1	1	4	1
Mountaintops of the Giants - Southwest Freezing Lake, Lord Contender's Evergaol, Spiritcaller Cave Entrance	Jellyfish	FALSE	FALSE	41800050		1,080	-		115	115	115	115	115	115	115	115		0	35	0	0	20	20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Southwest Freezing Lake, Lord Contender's Evergaol, Spiritcaller Cave Entrance	Lookout Stone	FALSE	FALSE	44300050		842	-		115	115	115	115	115	115	115	115		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	2	0
Mountaintops of the Giants - Southwest Freezing Lake, Lord Contender's Evergaol, Spiritcaller Cave Entrance	Marionette	FALSE	FALSE	38500050		867	-		115	115	115	115	115	115	115	115		0	-10	10	10	0	-20	0	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1	0
Mountaintops of the Giants - Southwest Freezing Lake, Lord Contender's Evergaol, Spiritcaller Cave Entrance	Roundtable Knight Vyke	TRUE	FALSE	523040050		9,146	-		118	118	118	118	118	118	118	118		0	0	0	0	0	0	-25	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Southwest Giants' Gravepost	Bloody Finger Okina	FALSE	FALSE	523550050		6,798	-		115	115	115	115	115	115	115	115		0	0	0	0	0	0	-25	0		111	111	111	111	1,114	0	999		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Southwest Giants' Gravepost	Giant Fingercreeper	FALSE	FALSE	42410150		7,232	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	0	0	0	0		247	247	185	247	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Large Fingercreeper	FALSE	FALSE	42405250		3,618	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	0	0	0	0		247	247	185	247	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Large Fingercreeper	FALSE	FALSE	42405350		3,618	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	0	0	0	0		247	247	185	247	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Large Fingercreeper	FALSE	FALSE	42405450		3,618	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	0	0	0	0		247	247	185	247	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Large Fingercreeper	FALSE	FALSE	42405550		3,618	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	0	0	0	0		247	247	185	247	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Large Fingercreeper	FALSE	FALSE	42405650		3,618	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	0	0	0	0		247	247	185	247	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Monstrous Crow	FALSE	FALSE	45601050		5,832	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-40	-20	-20		247	247	247	247	185	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Monstrous Crow	FALSE	FALSE	45601850		5,832	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-40	-20	-20		247	247	247	247	185	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Slug (Fire)	FALSE	FALSE	40403050		508	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	100	-40	-20		139	139	Immune	139	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Southwest Giants' Gravepost	Stone Huge Teardrop Scarab	FALSE	FALSE	41925250		745	-		115	115	115	115	115	115	115	115		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West of Castle Sol; Consecrated Snowfield - North of Minor Erdtree	Death Rite Bird	TRUE	FALSE	49801050		16,059	-		118	118	118	118	118	118	118	118		10	-40	10	35	20	20	40	-40		Immune	565	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - West of Castle Sol; Consecrated Snowfield - North of Minor Erdtree	Giant Skeleton Torso	FALSE	FALSE	49600050		9,290	-		115	115	115	115	115	115	115	115		10	-40	10	35	20	20	40	-40		Immune	340	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - West of Castle Sol; Consecrated Snowfield - North of Minor Erdtree	Putrid Avatar	TRUE	FALSE	48110052		12,569	-		122	122	122	122	122	122	122	122		10	0	10	10	20	-100	20	40		Immune	Immune	Immune	399	Immune	Immune	Immune		1	0.7	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - West of First Church of Marika	Monstrous Dog	FALSE	FALSE	45506450		3,235	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-40	-20	-20		185	185	185	247	185	Immune	Immune		1	1	1	1	1		40	1	40	3.077		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - West of First Church of Marika	Starved Dog	FALSE	FALSE	41610050		784	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-40	-20	-20		185	185	185	247	185	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Ancient Hero of Zamor	FALSE	FALSE	71000150		4,122	-		115	115	115	115	115	115	115	115		10	10	10	0	0	-20	-20	0		340	340	556	1,197	247	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Deer	FALSE	FALSE	60100050		55	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Finger Reader Crone	FALSE	FALSE	21601050		4,369	-		115	115	115	115	115	115	115	115		0	0	0	0	0	-20	0	0		247	247	247	247	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Goat	FALSE	FALSE	60600050		55	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Hawk	FALSE	FALSE	60010050		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Owl	FALSE	FALSE	60400050		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Springhare	FALSE	FALSE	61000150		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Warhawk	FALSE	FALSE	42103050		750	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-40	-20	-20		185	185	185	247	185	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold	Yura, Hunter of Bloody Fingers	FALSE	FALSE	523180050		6,798	-		115	115	115	115	115	115	115	115		0	0	0	0	0	0	-25	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Whiteridge Road, Minor Erdtree	???	FALSE	FALSE	10006050		9,392	-		115	115	115	115	115	115	115	115		0	0	0	0	0	0	0	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Whiteridge Road, Minor Erdtree	Demi-Human Beastman	FALSE	FALSE	41200050		2,586	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-20	-20	-20		185	185	247	247	185	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Mountaintops of the Giants - Whiteridge Road, Minor Erdtree	Erdtree Avatar	TRUE	FALSE	48100150		11,452	-		118	118	118	118	118	118	118	118		10	0	10	10	20	-40	20	40		345	345	Immune	251	Immune	Immune	Immune		1	0.7	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Mountaintops of the Giants - Whiteridge Road, Minor Erdtree	Monstrous Dog	FALSE	FALSE	45506650		3,235	-		115	115	115	115	115	115	115	115		-10	-10	-40	-10	-20	-40	-20	-20		185	185	185	247	Immune	Immune	Immune		1	1	1	1	1		40	1	40	3.077		1	1	1	1	1	1	1	1	1.5	1
Mt. Gelmir - Craftsman's Shack, Hermit's Shack	Bear	FALSE	FALSE	60310032		681	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Craftsman's Shack, Hermit's Shack	Commoner (Spear)	FALSE	FALSE	36601030		282	-		110	110	110	110	110	110	110	110		-10	-10	-10	-10	-20	-20	-20	0		134	134	179	179	179	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Craftsman's Shack, Hermit's Shack	Crimson Teardrop Scarab	FALSE	FALSE	41910032		500	-		111	111	111	111	111	111	111	111		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Craftsman's Shack, Hermit's Shack	Goat	FALSE	FALSE	60600032		55	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Craftsman's Shack, Hermit's Shack	Runebear	FALSE	FALSE	46300032		8,401	-		111	111	111	111	111	111	111	111		0	0	-10	0	0	-20	0	0		332	332	543	543	181	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Abductor Virgin (Scythe)	FALSE	FALSE	44700032		4,608	-		111	111	111	111	111	111	111	111		10	0	10	10	0	20	-20	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		65	0	∞	5		1	1	1	1	1	1	1	1	2	1
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Abductor Virgin (Wheel)	FALSE	FALSE	44701032		4,608	-		111	111	111	111	111	111	111	111		10	0	10	10	0	20	-20	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		65	0	∞	5		1	1	1	1	1	1	1	1	2	1
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Anastasia, Tarnished-Eater	FALSE	FALSE	523530032		4,559	-		111	111	111	111	111	111	111	111		0	0	0	0	0	0	-25	0		108	108	108	108	1,085	0	999		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Large Starved Dog	FALSE	FALSE	41600032		1,098	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	-20	-40	-20	-20		181	181	181	241	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Leyndell Foot Soldier	FALSE	FALSE	43730532		477	-		111	111	111	111	111	111	111	111		0	0	0	-10	0	0	20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Leyndell Foot Soldier	FALSE	FALSE	43736032		477	-		111	111	111	111	111	111	111	111		0	0	0	-10	0	0	20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Leyndell Soldier	FALSE	FALSE	43132032		624	-		111	111	111	111	111	111	111	111		0	0	10	-10	0	0	0	20		181	181	241	241	241	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Mad Pumpkin Head (Hammer)	FALSE	FALSE	43401032		1,891	-		111	111	111	111	111	111	111	111		0	10	-10	0	0	0	-20	0		241	241	181	181	332	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	0.2	1
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Maleigh Marais, Shaded Castle Castellan	FALSE	FALSE	523720030		3,758	-		110	110	110	110	110	110	110	110		0	0	0	0	0	0	-25	0		107	107	107	107	1,075	0	999		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - First Mt. Gelmir Campsite, Corpse-Stench Shack; Altus Plateau - West of Shaded Castle	Starved Dog	FALSE	FALSE	41610032		526	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	-20	-40	-20	-20		181	181	181	241	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Fort Laiedd	Fire Monk	FALSE	FALSE	39000032		1,930	-		111	111	111	111	111	111	111	111		0	0	10	0	0	40	20	-20		332	332	241	543	241	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Fort Laiedd	Fire Prelate	FALSE	FALSE	39100032		2,837	-		111	111	111	111	111	111	111	111		0	0	10	0	0	40	20	-20		332	332	241	543	543	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	0.5	0
Mt. Gelmir - Fort Laiedd	Flamethrower Tank	FALSE	FALSE	44608032		1,423	-		111	111	111	111	111	111	111	111		10	0	10	10	20	40	20	20		543	543	332	543	241	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	1
Mt. Gelmir - Fort Laiedd	Hawk	FALSE	FALSE	60010032		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Fort Laiedd	Jellyfish	FALSE	FALSE	41800032		724	-		111	111	111	111	111	111	111	111		0	35	0	0	20	20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Fort Laiedd	Large Fingercreeper	FALSE	FALSE	42407032		2,427	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	0	0	0	0		241	241	181	241	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mt. Gelmir - Fort Laiedd	Large Fingercreeper	FALSE	FALSE	42407132		2,427	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	0	0	0	0		241	241	181	241	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	1
Mt. Gelmir - Fort Laiedd	Small Fingercreeper	FALSE	FALSE	42500032		341	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	0	0	0	0		241	241	181	241	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Fort Laiedd	Wandering Noble (Ghost)	FALSE	FALSE	43009232		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance	Avionette	FALSE	FALSE	38600632		562	-		111	111	111	111	111	111	111	111		0	-10	10	10	0	-20	0	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1	0
Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance	Basilisk	FALSE	FALSE	41500032		1,098	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	-20	-20	-20	-20		181	181	135	135	135	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance	Grafted Scion	FALSE	FALSE	46900032		3,724	-		111	111	111	111	111	111	111	111		0	0	-10	0	20	20	20	20		332	332	241	241	241	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance	Leyndell Foot Soldier	FALSE	FALSE	43737032		477	-		111	111	111	111	111	111	111	111		0	0	0	-10	0	0	20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance	Leyndell Foot Soldier	FALSE	FALSE	43738032		477	-		111	111	111	111	111	111	111	111		0	0	0	-10	0	0	20	0		135	135	181	181	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance	Leyndell Knight	FALSE	FALSE	43530132		1,872	-		111	111	111	111	111	111	111	111		10	10	35	0	20	20	40	20		241	241	332	332	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
